ICD9dx,CCS Category,CCS Category Description
'38902','94   ','Other ear dx'
'38903','94   ','Other ear dx'
'38904','94   ','Other ear dx'
'38905','94   ','Other ear dx'
'38906','94   ','Other ear dx'
'38908','94   ','Other ear dx'
'38910','94   ','Other ear dx'
'38911','94   ','Other ear dx'
'38912','94   ','Other ear dx'
'38913','94   ','Other ear dx'
'38914','94   ','Other ear dx'
'38915','94   ','Other ear dx'
'38916','94   ','Other ear dx'
'38917','94   ','Other ear dx'
'38918','94   ','Other ear dx'
'3892 ','94   ','Other ear dx'
'38920','94   ','Other ear dx'
'38921','94   ','Other ear dx'
'38922','94   ','Other ear dx'
'3897 ','94   ','Other ear dx'
'3898 ','94   ','Other ear dx'
'3899 ','94   ','Other ear dx'
'V412 ','94   ','Other ear dx'
'V413 ','94   ','Other ear dx'
'V4985','94   ','Other ear dx'
'V532 ','94   ','Other ear dx'
'V721 ','94   ','Other ear dx'
'V7211','94   ','Other ear dx'
'V7212','94   ','Other ear dx'
'V7219','94   ','Other ear dx'
'325  ','95   ','Oth nerv dx'
'32702','95   ','Oth nerv dx'
'32715','95   ','Oth nerv dx'
'32730','95   ','Oth nerv dx'
'32731','95   ','Oth nerv dx'
'32732','95   ','Oth nerv dx'
'32733','95   ','Oth nerv dx'
'32734','95   ','Oth nerv dx'
'32735','95   ','Oth nerv dx'
'32736','95   ','Oth nerv dx'
'32737','95   ','Oth nerv dx'
'32739','95   ','Oth nerv dx'
'32753','95   ','Oth nerv dx'
'33183','95   ','Oth nerv dx'
'3321 ','95   ','Oth nerv dx'
'33720','95   ','Oth nerv dx'
'33721','95   ','Oth nerv dx'
'33722','95   ','Oth nerv dx'
'33729','95   ','Oth nerv dx'
'3380 ','95   ','Oth nerv dx'
'33811','95   ','Oth nerv dx'
'33812','95   ','Oth nerv dx'
'33818','95   ','Oth nerv dx'
'33819','95   ','Oth nerv dx'
'33821','95   ','Oth nerv dx'
'33822','95   ','Oth nerv dx'
'33828','95   ','Oth nerv dx'
'33829','95   ','Oth nerv dx'
'3383 ','95   ','Oth nerv dx'
'3384 ','95   ','Oth nerv dx'
'3410 ','95   ','Oth nerv dx'
'3411 ','95   ','Oth nerv dx'
'3418 ','95   ','Oth nerv dx'
'3419 ','95   ','Oth nerv dx'
'34461','95   ','Oth nerv dx'
'347  ','95   ','Oth nerv dx'
'34700','95   ','Oth nerv dx'
'34701','95   ','Oth nerv dx'
'34710','95   ','Oth nerv dx'
'34711','95   ','Oth nerv dx'
'3480 ','95   ','Oth nerv dx'
'3482 ','95   ','Oth nerv dx'
'3483 ','95   ','Oth nerv dx'
'34830','95   ','Oth nerv dx'
'34831','95   ','Oth nerv dx'
'34839','95   ','Oth nerv dx'
'3484 ','95   ','Oth nerv dx'
'3485 ','95   ','Oth nerv dx'
'3488 ','95   ','Oth nerv dx'
'34881','95   ','Oth nerv dx'
'34882','95   ','Oth nerv dx'
'34889','95   ','Oth nerv dx'
'3489 ','95   ','Oth nerv dx'
'3492 ','95   ','Oth nerv dx'
'34981','95   ','Oth nerv dx'
'34982','95   ','Oth nerv dx'
'34989','95   ','Oth nerv dx'
'3499 ','95   ','Oth nerv dx'
'3501 ','95   ','Oth nerv dx'
'3502 ','95   ','Oth nerv dx'
'3508 ','95   ','Oth nerv dx'
'3509 ','95   ','Oth nerv dx'
'3510 ','95   ','Oth nerv dx'
'3511 ','95   ','Oth nerv dx'
'3518 ','95   ','Oth nerv dx'
'3519 ','95   ','Oth nerv dx'
'3520 ','95   ','Oth nerv dx'
'3521 ','95   ','Oth nerv dx'
'3522 ','95   ','Oth nerv dx'
'3523 ','95   ','Oth nerv dx'
'3524 ','95   ','Oth nerv dx'
'3525 ','95   ','Oth nerv dx'
'3526 ','95   ','Oth nerv dx'
'3529 ','95   ','Oth nerv dx'
'3530 ','95   ','Oth nerv dx'
'3531 ','95   ','Oth nerv dx'
'3532 ','95   ','Oth nerv dx'
'3533 ','95   ','Oth nerv dx'
'3534 ','95   ','Oth nerv dx'
'3535 ','95   ','Oth nerv dx'
'3536 ','95   ','Oth nerv dx'
'3538 ','95   ','Oth nerv dx'
'3539 ','95   ','Oth nerv dx'
'3540 ','95   ','Oth nerv dx'
'3541 ','95   ','Oth nerv dx'
'3542 ','95   ','Oth nerv dx'
'3543 ','95   ','Oth nerv dx'
'3544 ','95   ','Oth nerv dx'
'3545 ','95   ','Oth nerv dx'
'3548 ','95   ','Oth nerv dx'
'3549 ','95   ','Oth nerv dx'
'3550 ','95   ','Oth nerv dx'
'3551 ','95   ','Oth nerv dx'
'3552 ','95   ','Oth nerv dx'
'3553 ','95   ','Oth nerv dx'
'3554 ','95   ','Oth nerv dx'
'3555 ','95   ','Oth nerv dx'
'3556 ','95   ','Oth nerv dx'
'3557 ','95   ','Oth nerv dx'
'35571','95   ','Oth nerv dx'
'35579','95   ','Oth nerv dx'
'3558 ','95   ','Oth nerv dx'
'3559 ','95   ','Oth nerv dx'
'3560 ','95   ','Oth nerv dx'
'3561 ','95   ','Oth nerv dx'
'3562 ','95   ','Oth nerv dx'
'3563 ','95   ','Oth nerv dx'
'3564 ','95   ','Oth nerv dx'
'3568 ','95   ','Oth nerv dx'
'3569 ','95   ','Oth nerv dx'
'3570 ','95   ','Oth nerv dx'
'3571 ','95   ','Oth nerv dx'
'3572 ','95   ','Oth nerv dx'
'3573 ','95   ','Oth nerv dx'
'3574 ','95   ','Oth nerv dx'
'3576 ','95   ','Oth nerv dx'
'3577 ','95   ','Oth nerv dx'
'3578 ','95   ','Oth nerv dx'
'35781','95   ','Oth nerv dx'
'35782','95   ','Oth nerv dx'
'35789','95   ','Oth nerv dx'
'3579 ','95   ','Oth nerv dx'
'3580 ','95   ','Oth nerv dx'
'35800','95   ','Oth nerv dx'
'35801','95   ','Oth nerv dx'
'3581 ','95   ','Oth nerv dx'
'3582 ','95   ','Oth nerv dx'
'35830','95   ','Oth nerv dx'
'35831','95   ','Oth nerv dx'
'35839','95   ','Oth nerv dx'
'3588 ','95   ','Oth nerv dx'
'3589 ','95   ','Oth nerv dx'
'3590 ','95   ','Oth nerv dx'
'3591 ','95   ','Oth nerv dx'
'3592 ','95   ','Oth nerv dx'
'35921','95   ','Oth nerv dx'
'35922','95   ','Oth nerv dx'
'35923','95   ','Oth nerv dx'
'35924','95   ','Oth nerv dx'
'35929','95   ','Oth nerv dx'
'3593 ','95   ','Oth nerv dx'
'3594 ','95   ','Oth nerv dx'
'3595 ','95   ','Oth nerv dx'
'3596 ','95   ','Oth nerv dx'
'35971','95   ','Oth nerv dx'
'35979','95   ','Oth nerv dx'
'3598 ','95   ','Oth nerv dx'
'35981','95   ','Oth nerv dx'
'35989','95   ','Oth nerv dx'
'3599 ','95   ','Oth nerv dx'
'7810 ','95   ','Oth nerv dx'
'7811 ','95   ','Oth nerv dx'
'7812 ','95   ','Oth nerv dx'
'7813 ','95   ','Oth nerv dx'
'7817 ','95   ','Oth nerv dx'
'7818 ','95   ','Oth nerv dx'
'7820 ','95   ','Oth nerv dx'
'7843 ','95   ','Oth nerv dx'
'7845 ','95   ','Oth nerv dx'
'78451','95   ','Oth nerv dx'
'78452','95   ','Oth nerv dx'
'78459','95   ','Oth nerv dx'
'78460','95   ','Oth nerv dx'
'78461','95   ','Oth nerv dx'
'78469','95   ','Oth nerv dx'
'7920 ','95   ','Oth nerv dx'
'7930 ','95   ','Oth nerv dx'
'79400','95   ','Oth nerv dx'
'79401','95   ','Oth nerv dx'
'79402','95   ','Oth nerv dx'
'79409','95   ','Oth nerv dx'
'79410','95   ','Oth nerv dx'
'79411','95   ','Oth nerv dx'
'79412','95   ','Oth nerv dx'
'79413','95   ','Oth nerv dx'
'79414','95   ','Oth nerv dx'
'79415','95   ','Oth nerv dx'
'79416','95   ','Oth nerv dx'
'79417','95   ','Oth nerv dx'
'79419','95   ','Oth nerv dx'
'7961 ','95   ','Oth nerv dx'
'79951','95   ','Oth nerv dx'
'79952','95   ','Oth nerv dx'
'79953','95   ','Oth nerv dx'
'79954','95   ','Oth nerv dx'
'79955','95   ','Oth nerv dx'
'79959','95   ','Oth nerv dx'
'V124 ','95   ','Oth nerv dx'
'V1240','95   ','Oth nerv dx'
'V1241','95   ','Oth nerv dx'
'V1242','95   ','Oth nerv dx'
'V1249','95   ','Oth nerv dx'
'V415 ','95   ','Oth nerv dx'
'V452 ','95   ','Oth nerv dx'
'V484 ','95   ','Oth nerv dx'
'V485 ','95   ','Oth nerv dx'
'V493 ','95   ','Oth nerv dx'
'V530 ','95   ','Oth nerv dx'
'V5301','95   ','Oth nerv dx'
'V5302','95   ','Oth nerv dx'
'V5309','95   ','Oth nerv dx'
'3940 ','96   ','Hrt valve dx'
'3941 ','96   ','Hrt valve dx'
'3942 ','96   ','Hrt valve dx'
'3949 ','96   ','Hrt valve dx'
'3950 ','96   ','Hrt valve dx'
'3951 ','96   ','Hrt valve dx'
'3952 ','96   ','Hrt valve dx'
'3959 ','96   ','Hrt valve dx'
'3960 ','96   ','Hrt valve dx'
'3961 ','96   ','Hrt valve dx'
'3962 ','96   ','Hrt valve dx'
'3963 ','96   ','Hrt valve dx'
'3968 ','96   ','Hrt valve dx'
'3969 ','96   ','Hrt valve dx'
'3970 ','96   ','Hrt valve dx'
'3971 ','96   ','Hrt valve dx'
'3979 ','96   ','Hrt valve dx'
'4240 ','96   ','Hrt valve dx'
'4241 ','96   ','Hrt valve dx'
'4242 ','96   ','Hrt valve dx'
'4243 ','96   ','Hrt valve dx'
'42490','96   ','Hrt valve dx'
'42491','96   ','Hrt valve dx'
'42499','96   ','Hrt valve dx'
'7852 ','96   ','Hrt valve dx'
'7853 ','96   ','Hrt valve dx'
'V422 ','96   ','Hrt valve dx'
'V433 ','96   ','Hrt valve dx'
'03282','97   ','Carditis'
'03640','97   ','Carditis'
'03641','97   ','Carditis'
'03642','97   ','Carditis'
'03643','97   ','Carditis'
'07420','97   ','Carditis'
'07421','97   ','Carditis'
'07422','97   ','Carditis'
'07423','97   ','Carditis'
'11281','97   ','Carditis'
'11503','97   ','Carditis'
'11504','97   ','Carditis'
'11513','97   ','Carditis'
'11514','97   ','Carditis'
'11593','97   ','Carditis'
'11594','97   ','Carditis'
'1303 ','97   ','Carditis'
'3910 ','97   ','Carditis'
'3911 ','97   ','Carditis'
'3912 ','97   ','Carditis'
'3918 ','97   ','Carditis'
'3919 ','97   ','Carditis'
'3920 ','97   ','Carditis'
'393  ','97   ','Carditis'
'3980 ','97   ','Carditis'
'39890','97   ','Carditis'
'39899','97   ','Carditis'
'4200 ','97   ','Carditis'
'42090','97   ','Carditis'
'42091','97   ','Carditis'
'42099','97   ','Carditis'
'4210 ','97   ','Carditis'
'4211 ','97   ','Carditis'
'4219 ','97   ','Carditis'
'4220 ','97   ','Carditis'
'42290','97   ','Carditis'
'42291','97   ','Carditis'
'42292','97   ','Carditis'
'42293','97   ','Carditis'
'42299','97   ','Carditis'
'4230 ','97   ','Carditis'
'4231 ','97   ','Carditis'
'4232 ','97   ','Carditis'
'4233 ','97   ','Carditis'
'4238 ','97   ','Carditis'
'4239 ','97   ','Carditis'
'4250 ','97   ','Carditis'
'4251 ','97   ','Carditis'
'42511','97   ','Carditis'
'42518','97   ','Carditis'
'4252 ','97   ','Carditis'
'4253 ','97   ','Carditis'
'4254 ','97   ','Carditis'
'4257 ','97   ','Carditis'
'4258 ','97   ','Carditis'
'4259 ','97   ','Carditis'
'4290 ','97   ','Carditis'
'4011 ','98   ','HTN'
'4019 ','98   ','HTN'
'4010 ','99   ','Htn complicn'
'40200','99   ','Htn complicn'
'40201','99   ','Htn complicn'
'40210','99   ','Htn complicn'
'40211','99   ','Htn complicn'
'40290','99   ','Htn complicn'
'40291','99   ','Htn complicn'
'4030 ','99   ','Htn complicn'
'40300','99   ','Htn complicn'
'40301','99   ','Htn complicn'
'4031 ','99   ','Htn complicn'
'40310','99   ','Htn complicn'
'40311','99   ','Htn complicn'
'4039 ','99   ','Htn complicn'
'40390','99   ','Htn complicn'
'40391','99   ','Htn complicn'
'4040 ','99   ','Htn complicn'
'40400','99   ','Htn complicn'
'40401','99   ','Htn complicn'
'40402','99   ','Htn complicn'
'40403','99   ','Htn complicn'
'4041 ','99   ','Htn complicn'
'40410','99   ','Htn complicn'
'40411','99   ','Htn complicn'
'40412','99   ','Htn complicn'
'40413','99   ','Htn complicn'
'4049 ','99   ','Htn complicn'
'40490','99   ','Htn complicn'
'40491','99   ','Htn complicn'
'40492','99   ','Htn complicn'
'40493','99   ','Htn complicn'
'40501','99   ','Htn complicn'
'40509','99   ','Htn complicn'
'40511','99   ','Htn complicn'
'40519','99   ','Htn complicn'
'40591','99   ','Htn complicn'
'40599','99   ','Htn complicn'
'4372 ','99   ','Htn complicn'
'4100 ','100  ','Acute MI'
'41000','100  ','Acute MI'
'41001','100  ','Acute MI'
'41002','100  ','Acute MI'
'4101 ','100  ','Acute MI'
'41010','100  ','Acute MI'
'41011','100  ','Acute MI'
'41012','100  ','Acute MI'
'4102 ','100  ','Acute MI'
'41020','100  ','Acute MI'
'41021','100  ','Acute MI'
'41022','100  ','Acute MI'
'4103 ','100  ','Acute MI'
'41030','100  ','Acute MI'
'41031','100  ','Acute MI'
'41032','100  ','Acute MI'
'4104 ','100  ','Acute MI'
'41040','100  ','Acute MI'
'41041','100  ','Acute MI'
'41042','100  ','Acute MI'
'4105 ','100  ','Acute MI'
'41050','100  ','Acute MI'
'41051','100  ','Acute MI'
'41052','100  ','Acute MI'
'4106 ','100  ','Acute MI'
'41060','100  ','Acute MI'
'41061','100  ','Acute MI'
'41062','100  ','Acute MI'
'4107 ','100  ','Acute MI'
'41070','100  ','Acute MI'
'41071','100  ','Acute MI'
'41072','100  ','Acute MI'
'4108 ','100  ','Acute MI'
'41080','100  ','Acute MI'
'41081','100  ','Acute MI'
'41082','100  ','Acute MI'
'4109 ','100  ','Acute MI'
'41090','100  ','Acute MI'
'41091','100  ','Acute MI'
'41092','100  ','Acute MI'
'4110 ','101  ','Coron athero'
'4111 ','101  ','Coron athero'
'4118 ','101  ','Coron athero'
'41181','101  ','Coron athero'
'41189','101  ','Coron athero'
'412  ','101  ','Coron athero'
'4130 ','101  ','Coron athero'
'4131 ','101  ','Coron athero'
'4139 ','101  ','Coron athero'
'4140 ','101  ','Coron athero'
'41400','101  ','Coron athero'
'41401','101  ','Coron athero'
'41406','101  ','Coron athero'
'4142 ','101  ','Coron athero'
'4143 ','101  ','Coron athero'
'4144 ','101  ','Coron athero'
'4148 ','101  ','Coron athero'
'4149 ','101  ','Coron athero'
'V4581','101  ','Coron athero'
'V4582','101  ','Coron athero'
'78650','102  ','Chest pain'
'78651','102  ','Chest pain'
'78659','102  ','Chest pain'
'4150 ','103  ','Pulm hart dx'
'4151 ','103  ','Pulm hart dx'
'41512','103  ','Pulm hart dx'
'41513','103  ','Pulm hart dx'
'41519','103  ','Pulm hart dx'
'4160 ','103  ','Pulm hart dx'
'4161 ','103  ','Pulm hart dx'
'4162 ','103  ','Pulm hart dx'
'4168 ','103  ','Pulm hart dx'
'4169 ','103  ','Pulm hart dx'
'4170 ','103  ','Pulm hart dx'
'4171 ','103  ','Pulm hart dx'
'4178 ','103  ','Pulm hart dx'
'4179 ','103  ','Pulm hart dx'
'41410','104  ','Oth heart dx'
'41411','104  ','Oth heart dx'
'41412','104  ','Oth heart dx'
'41419','104  ','Oth heart dx'
'4291 ','104  ','Oth heart dx'
'4292 ','104  ','Oth heart dx'
'4293 ','104  ','Oth heart dx'
'4295 ','104  ','Oth heart dx'
'4296 ','104  ','Oth heart dx'
'42971','104  ','Oth heart dx'
'42979','104  ','Oth heart dx'
'42981','104  ','Oth heart dx'
'42982','104  ','Oth heart dx'
'42983','104  ','Oth heart dx'
'42989','104  ','Oth heart dx'
'4299 ','104  ','Oth heart dx'
'4260 ','105  ','Conduction'
'42610','105  ','Conduction'
'42611','105  ','Conduction'
'42612','105  ','Conduction'
'42613','105  ','Conduction'
'4262 ','105  ','Conduction'
'4263 ','105  ','Conduction'
'4264 ','105  ','Conduction'
'42650','105  ','Conduction'
'42651','105  ','Conduction'
'42652','105  ','Conduction'
'42653','105  ','Conduction'
'42654','105  ','Conduction'
'4266 ','105  ','Conduction'
'4267 ','105  ','Conduction'
'42681','105  ','Conduction'
'42682','105  ','Conduction'
'42689','105  ','Conduction'
'4269 ','105  ','Conduction'
'V450 ','105  ','Conduction'
'V4500','105  ','Conduction'
'V4501','105  ','Conduction'
'V4502','105  ','Conduction'
'V4509','105  ','Conduction'
'V533 ','105  ','Conduction'
'V5331','105  ','Conduction'
'V5332','105  ','Conduction'
'V5339','105  ','Conduction'
'4270 ','106  ','Dysrhythmia'
'4271 ','106  ','Dysrhythmia'
'4272 ','106  ','Dysrhythmia'
'42731','106  ','Dysrhythmia'
'42732','106  ','Dysrhythmia'
'42760','106  ','Dysrhythmia'
'42761','106  ','Dysrhythmia'
'42769','106  ','Dysrhythmia'
'42781','106  ','Dysrhythmia'
'42789','106  ','Dysrhythmia'
'4279 ','106  ','Dysrhythmia'
'7850 ','106  ','Dysrhythmia'
'7851 ','106  ','Dysrhythmia'
'42741','107  ','Cardia arrst'
'42742','107  ','Cardia arrst'
'4275 ','107  ','Cardia arrst'
'39891','108  ','chf;nonhp'
'4280 ','108  ','chf;nonhp'
'4281 ','108  ','chf;nonhp'
'42820','108  ','chf;nonhp'
'42821','108  ','chf;nonhp'
'42822','108  ','chf;nonhp'
'42823','108  ','chf;nonhp'
'42830','108  ','chf;nonhp'
'42831','108  ','chf;nonhp'
'42832','108  ','chf;nonhp'
'42833','108  ','chf;nonhp'
'42840','108  ','chf;nonhp'
'42841','108  ','chf;nonhp'
'42842','108  ','chf;nonhp'
'42843','108  ','chf;nonhp'
'4289 ','108  ','chf;nonhp'
'34660','109  ','Acute CVD'
'34661','109  ','Acute CVD'
'34662','109  ','Acute CVD'
'34663','109  ','Acute CVD'
'430  ','109  ','Acute CVD'
'431  ','109  ','Acute CVD'
'4320 ','109  ','Acute CVD'
'4321 ','109  ','Acute CVD'
'4329 ','109  ','Acute CVD'
'43301','109  ','Acute CVD'
'43311','109  ','Acute CVD'
'43321','109  ','Acute CVD'
'43331','109  ','Acute CVD'
'43381','109  ','Acute CVD'
'43391','109  ','Acute CVD'
'4340 ','109  ','Acute CVD'
'43400','109  ','Acute CVD'
'43401','109  ','Acute CVD'
'4341 ','109  ','Acute CVD'
'43410','109  ','Acute CVD'
'43411','109  ','Acute CVD'
'4349 ','109  ','Acute CVD'
'43490','109  ','Acute CVD'
'43491','109  ','Acute CVD'
'436  ','109  ','Acute CVD'
'4330 ','110  ','Precere occl'
'43300','110  ','Precere occl'
'4331 ','110  ','Precere occl'
'43310','110  ','Precere occl'
'4332 ','110  ','Precere occl'
'43320','110  ','Precere occl'
'4333 ','110  ','Precere occl'
'43330','110  ','Precere occl'
'4338 ','110  ','Precere occl'
'43380','110  ','Precere occl'
'4339 ','110  ','Precere occl'
'43390','110  ','Precere occl'
'4370 ','111  ','Other CVD'
'4371 ','111  ','Other CVD'
'4373 ','111  ','Other CVD'
'4374 ','111  ','Other CVD'
'4375 ','111  ','Other CVD'
'4376 ','111  ','Other CVD'
'4377 ','111  ','Other CVD'
'4378 ','111  ','Other CVD'
'4379 ','111  ','Other CVD'
'4350 ','112  ','TIA'
'4351 ','112  ','TIA'
'4352 ','112  ','TIA'
'4353 ','112  ','TIA'
'4358 ','112  ','TIA'
'4359 ','112  ','TIA'
'438  ','113  ','Late eff CVD'
'4380 ','113  ','Late eff CVD'
'43810','113  ','Late eff CVD'
'43811','113  ','Late eff CVD'
'43812','113  ','Late eff CVD'
'43813','113  ','Late eff CVD'
'43814','113  ','Late eff CVD'
'43819','113  ','Late eff CVD'
'43820','113  ','Late eff CVD'
'43821','113  ','Late eff CVD'
'43822','113  ','Late eff CVD'
'43830','113  ','Late eff CVD'
'43831','113  ','Late eff CVD'
'43832','113  ','Late eff CVD'
'43840','113  ','Late eff CVD'
'43841','113  ','Late eff CVD'
'43842','113  ','Late eff CVD'
'43850','113  ','Late eff CVD'
'43851','113  ','Late eff CVD'
'43852','113  ','Late eff CVD'
'43853','113  ','Late eff CVD'
'4386 ','113  ','Late eff CVD'
'4387 ','113  ','Late eff CVD'
'43881','113  ','Late eff CVD'
'43882','113  ','Late eff CVD'
'43883','113  ','Late eff CVD'
'43884','113  ','Late eff CVD'
'43885','113  ','Late eff CVD'
'43889','113  ','Late eff CVD'
'4389 ','113  ','Late eff CVD'
'4400 ','114  ','Perip athero'
'4401 ','114  ','Perip athero'
'4402 ','114  ','Perip athero'
'44020','114  ','Perip athero'
'44021','114  ','Perip athero'
'44022','114  ','Perip athero'
'44023','114  ','Perip athero'
'44029','114  ','Perip athero'
'4404 ','114  ','Perip athero'
'4408 ','114  ','Perip athero'
'4409 ','114  ','Perip athero'
'4439 ','114  ','Perip athero'
'5570 ','114  ','Perip athero'
'5571 ','114  ','Perip athero'
'5579 ','114  ','Perip athero'
'4410 ','115  ','Aneurysm'
'44100','115  ','Aneurysm'
'44101','115  ','Aneurysm'
'44102','115  ','Aneurysm'
'44103','115  ','Aneurysm'
'4411 ','115  ','Aneurysm'
'4412 ','115  ','Aneurysm'
'4413 ','115  ','Aneurysm'
'4414 ','115  ','Aneurysm'
'4415 ','115  ','Aneurysm'
'4416 ','115  ','Aneurysm'
'4417 ','115  ','Aneurysm'
'4419 ','115  ','Aneurysm'
'4420 ','115  ','Aneurysm'
'4421 ','115  ','Aneurysm'
'4422 ','115  ','Aneurysm'
'4423 ','115  ','Aneurysm'
'44281','115  ','Aneurysm'
'44282','115  ','Aneurysm'
'44283','115  ','Aneurysm'
'44284','115  ','Aneurysm'
'44289','115  ','Aneurysm'
'4429 ','115  ','Aneurysm'
'44321','115  ','Aneurysm'
'44322','115  ','Aneurysm'
'44323','115  ','Aneurysm'
'44324','115  ','Aneurysm'
'44329','115  ','Aneurysm'
'44770','115  ','Aneurysm'
'44771','115  ','Aneurysm'
'44772','115  ','Aneurysm'
'44773','115  ','Aneurysm'
'4440 ','116  ','Art embolism'
'44401','116  ','Art embolism'
'44409','116  ','Art embolism'
'4441 ','116  ','Art embolism'
'44421','116  ','Art embolism'
'44422','116  ','Art embolism'
'44481','116  ','Art embolism'
'44489','116  ','Art embolism'
'4449 ','116  ','Art embolism'
'44501','116  ','Art embolism'
'44502','116  ','Art embolism'
'44581','116  ','Art embolism'
'44589','116  ','Art embolism'
'4430 ','117  ','Ot circul dx'
'4431 ','117  ','Ot circul dx'
'44381','117  ','Ot circul dx'
'44382','117  ','Ot circul dx'
'44389','117  ','Ot circul dx'
'4460 ','117  ','Ot circul dx'
'4461 ','117  ','Ot circul dx'
'4462 ','117  ','Ot circul dx'
'44620','117  ','Ot circul dx'
'44621','117  ','Ot circul dx'
'44629','117  ','Ot circul dx'
'4463 ','117  ','Ot circul dx'
'4464 ','117  ','Ot circul dx'
'4465 ','117  ','Ot circul dx'
'4466 ','117  ','Ot circul dx'
'4467 ','117  ','Ot circul dx'
'4470 ','117  ','Ot circul dx'
'4471 ','117  ','Ot circul dx'
'4472 ','117  ','Ot circul dx'
'4473 ','117  ','Ot circul dx'
'4474 ','117  ','Ot circul dx'
'4475 ','117  ','Ot circul dx'
'4476 ','117  ','Ot circul dx'
'4478 ','117  ','Ot circul dx'
'4479 ','117  ','Ot circul dx'
'4480 ','117  ','Ot circul dx'
'4481 ','117  ','Ot circul dx'
'4489 ','117  ','Ot circul dx'
'4580 ','117  ','Ot circul dx'
'4581 ','117  ','Ot circul dx'
'4588 ','117  ','Ot circul dx'
'4589 ','117  ','Ot circul dx'
'4590 ','117  ','Ot circul dx'
'45989','117  ','Ot circul dx'
'4599 ','117  ','Ot circul dx'
'7859 ','117  ','Ot circul dx'
'79430','117  ','Ot circul dx'
'79431','117  ','Ot circul dx'
'79439','117  ','Ot circul dx'
'7962 ','117  ','Ot circul dx'
'V125 ','117  ','Ot circul dx'
'V1250','117  ','Ot circul dx'
'V1253','117  ','Ot circul dx'
'V1254','117  ','Ot circul dx'
'V1259','117  ','Ot circul dx'
'V151 ','117  ','Ot circul dx'
'V421 ','117  ','Ot circul dx'
'V432 ','117  ','Ot circul dx'
'V4321','117  ','Ot circul dx'
'V4322','117  ','Ot circul dx'
'V434 ','117  ','Ot circul dx'
'V717 ','117  ','Ot circul dx'
'4510 ','118  ','Phlebitis'
'45111','118  ','Phlebitis'
'45119','118  ','Phlebitis'
'4512 ','118  ','Phlebitis'
'45181','118  ','Phlebitis'
'45182','118  ','Phlebitis'
'45183','118  ','Phlebitis'
'45184','118  ','Phlebitis'
'45189','118  ','Phlebitis'
'4519 ','118  ','Phlebitis'
'452  ','118  ','Phlebitis'
'4530 ','118  ','Phlebitis'
'4531 ','118  ','Phlebitis'
'4532 ','118  ','Phlebitis'
'4533 ','118  ','Phlebitis'
'45340','118  ','Phlebitis'
'45341','118  ','Phlebitis'
'45342','118  ','Phlebitis'
'45350','118  ','Phlebitis'
'45351','118  ','Phlebitis'
'45352','118  ','Phlebitis'
'4536 ','118  ','Phlebitis'
'45371','118  ','Phlebitis'
'45372','118  ','Phlebitis'
'45373','118  ','Phlebitis'
'45374','118  ','Phlebitis'
'45375','118  ','Phlebitis'
'45376','118  ','Phlebitis'
'45377','118  ','Phlebitis'
'45379','118  ','Phlebitis'
'4538 ','118  ','Phlebitis'
'45381','118  ','Phlebitis'
'45382','118  ','Phlebitis'
'45383','118  ','Phlebitis'
'45384','118  ','Phlebitis'
'45385','118  ','Phlebitis'
'45386','118  ','Phlebitis'
'45387','118  ','Phlebitis'
'45389','118  ','Phlebitis'
'4539 ','118  ','Phlebitis'
'V1251','118  ','Phlebitis'
'V1252','118  ','Phlebitis'
'V1255','118  ','Phlebitis'
'4540 ','119  ','Varicose vn'
'4541 ','119  ','Varicose vn'
'4542 ','119  ','Varicose vn'
'4548 ','119  ','Varicose vn'
'4549 ','119  ','Varicose vn'
'4550 ','120  ','Hemmorhoids'
'4551 ','120  ','Hemmorhoids'
'4552 ','120  ','Hemmorhoids'
'4553 ','120  ','Hemmorhoids'
'4554 ','120  ','Hemmorhoids'
'4555 ','120  ','Hemmorhoids'
'4556 ','120  ','Hemmorhoids'
'4557 ','120  ','Hemmorhoids'
'4558 ','120  ','Hemmorhoids'
'4559 ','120  ','Hemmorhoids'
'4563 ','121  ','Oth vein dx'
'4564 ','121  ','Oth vein dx'
'4565 ','121  ','Oth vein dx'
'4566 ','121  ','Oth vein dx'
'4568 ','121  ','Oth vein dx'
'4570 ','121  ','Oth vein dx'
'4571 ','121  ','Oth vein dx'
'4572 ','121  ','Oth vein dx'
'4578 ','121  ','Oth vein dx'
'4579 ','121  ','Oth vein dx'
'4591 ','121  ','Oth vein dx'
'45910','121  ','Oth vein dx'
'45911','121  ','Oth vein dx'
'45912','121  ','Oth vein dx'
'45913','121  ','Oth vein dx'
'45919','121  ','Oth vein dx'
'4592 ','121  ','Oth vein dx'
'45930','121  ','Oth vein dx'
'45931','121  ','Oth vein dx'
'45932','121  ','Oth vein dx'
'45933','121  ','Oth vein dx'
'45939','121  ','Oth vein dx'
'45981','121  ','Oth vein dx'
'00322','122  ','Pneumonia'
'0203 ','122  ','Pneumonia'
'0204 ','122  ','Pneumonia'
'0205 ','122  ','Pneumonia'
'0212 ','122  ','Pneumonia'
'0221 ','122  ','Pneumonia'
'0310 ','122  ','Pneumonia'
'0391 ','122  ','Pneumonia'
'0521 ','122  ','Pneumonia'
'0551 ','122  ','Pneumonia'
'0730 ','122  ','Pneumonia'
'0830 ','122  ','Pneumonia'
'1124 ','122  ','Pneumonia'
'1140 ','122  ','Pneumonia'
'1144 ','122  ','Pneumonia'
'1145 ','122  ','Pneumonia'
