ICD9dx,CCS Category,CCS Category Description
'0845 ','8    ','Oth infectns'
'0846 ','8    ','Oth infectns'
'0847 ','8    ','Oth infectns'
'0848 ','8    ','Oth infectns'
'0849 ','8    ','Oth infectns'
'0850 ','8    ','Oth infectns'
'0851 ','8    ','Oth infectns'
'0852 ','8    ','Oth infectns'
'0853 ','8    ','Oth infectns'
'0854 ','8    ','Oth infectns'
'0855 ','8    ','Oth infectns'
'0859 ','8    ','Oth infectns'
'0860 ','8    ','Oth infectns'
'0861 ','8    ','Oth infectns'
'0862 ','8    ','Oth infectns'
'0863 ','8    ','Oth infectns'
'0864 ','8    ','Oth infectns'
'0865 ','8    ','Oth infectns'
'0869 ','8    ','Oth infectns'
'0870 ','8    ','Oth infectns'
'0871 ','8    ','Oth infectns'
'0879 ','8    ','Oth infectns'
'0880 ','8    ','Oth infectns'
'0888 ','8    ','Oth infectns'
'08881','8    ','Oth infectns'
'08882','8    ','Oth infectns'
'08889','8    ','Oth infectns'
'0889 ','8    ','Oth infectns'
'1000 ','8    ','Oth infectns'
'10089','8    ','Oth infectns'
'1009 ','8    ','Oth infectns'
'101  ','8    ','Oth infectns'
'1020 ','8    ','Oth infectns'
'1021 ','8    ','Oth infectns'
'1022 ','8    ','Oth infectns'
'1023 ','8    ','Oth infectns'
'1024 ','8    ','Oth infectns'
'1025 ','8    ','Oth infectns'
'1026 ','8    ','Oth infectns'
'1027 ','8    ','Oth infectns'
'1028 ','8    ','Oth infectns'
'1029 ','8    ','Oth infectns'
'1030 ','8    ','Oth infectns'
'1031 ','8    ','Oth infectns'
'1032 ','8    ','Oth infectns'
'1033 ','8    ','Oth infectns'
'1039 ','8    ','Oth infectns'
'1040 ','8    ','Oth infectns'
'1048 ','8    ','Oth infectns'
'1049 ','8    ','Oth infectns'
'1200 ','8    ','Oth infectns'
'1201 ','8    ','Oth infectns'
'1202 ','8    ','Oth infectns'
'1203 ','8    ','Oth infectns'
'1208 ','8    ','Oth infectns'
'1209 ','8    ','Oth infectns'
'1210 ','8    ','Oth infectns'
'1211 ','8    ','Oth infectns'
'1212 ','8    ','Oth infectns'
'1213 ','8    ','Oth infectns'
'1214 ','8    ','Oth infectns'
'1215 ','8    ','Oth infectns'
'1216 ','8    ','Oth infectns'
'1218 ','8    ','Oth infectns'
'1219 ','8    ','Oth infectns'
'1220 ','8    ','Oth infectns'
'1221 ','8    ','Oth infectns'
'1222 ','8    ','Oth infectns'
'1223 ','8    ','Oth infectns'
'1224 ','8    ','Oth infectns'
'1225 ','8    ','Oth infectns'
'1226 ','8    ','Oth infectns'
'1227 ','8    ','Oth infectns'
'1228 ','8    ','Oth infectns'
'1229 ','8    ','Oth infectns'
'1230 ','8    ','Oth infectns'
'1231 ','8    ','Oth infectns'
'1232 ','8    ','Oth infectns'
'1233 ','8    ','Oth infectns'
'1234 ','8    ','Oth infectns'
'1235 ','8    ','Oth infectns'
'1236 ','8    ','Oth infectns'
'1238 ','8    ','Oth infectns'
'1239 ','8    ','Oth infectns'
'124  ','8    ','Oth infectns'
'1250 ','8    ','Oth infectns'
'1251 ','8    ','Oth infectns'
'1252 ','8    ','Oth infectns'
'1253 ','8    ','Oth infectns'
'1254 ','8    ','Oth infectns'
'1255 ','8    ','Oth infectns'
'1256 ','8    ','Oth infectns'
'1257 ','8    ','Oth infectns'
'1259 ','8    ','Oth infectns'
'1260 ','8    ','Oth infectns'
'1261 ','8    ','Oth infectns'
'1262 ','8    ','Oth infectns'
'1263 ','8    ','Oth infectns'
'1268 ','8    ','Oth infectns'
'1269 ','8    ','Oth infectns'
'1270 ','8    ','Oth infectns'
'1271 ','8    ','Oth infectns'
'1272 ','8    ','Oth infectns'
'1273 ','8    ','Oth infectns'
'1274 ','8    ','Oth infectns'
'1275 ','8    ','Oth infectns'
'1276 ','8    ','Oth infectns'
'1277 ','8    ','Oth infectns'
'1278 ','8    ','Oth infectns'
'1279 ','8    ','Oth infectns'
'1280 ','8    ','Oth infectns'
'1281 ','8    ','Oth infectns'
'1288 ','8    ','Oth infectns'
'1289 ','8    ','Oth infectns'
'129  ','8    ','Oth infectns'
'1305 ','8    ','Oth infectns'
'1307 ','8    ','Oth infectns'
'1308 ','8    ','Oth infectns'
'1309 ','8    ','Oth infectns'
'13100','8    ','Oth infectns'
'13101','8    ','Oth infectns'
'13102','8    ','Oth infectns'
'13103','8    ','Oth infectns'
'13109','8    ','Oth infectns'
'1318 ','8    ','Oth infectns'
'1319 ','8    ','Oth infectns'
'1320 ','8    ','Oth infectns'
'1321 ','8    ','Oth infectns'
'1322 ','8    ','Oth infectns'
'1323 ','8    ','Oth infectns'
'1329 ','8    ','Oth infectns'
'1330 ','8    ','Oth infectns'
'1338 ','8    ','Oth infectns'
'1339 ','8    ','Oth infectns'
'1340 ','8    ','Oth infectns'
'1341 ','8    ','Oth infectns'
'1342 ','8    ','Oth infectns'
'1348 ','8    ','Oth infectns'
'1349 ','8    ','Oth infectns'
'135  ','8    ','Oth infectns'
'1360 ','8    ','Oth infectns'
'1361 ','8    ','Oth infectns'
'1362 ','8    ','Oth infectns'
'13621','8    ','Oth infectns'
'13629','8    ','Oth infectns'
'1364 ','8    ','Oth infectns'
'1365 ','8    ','Oth infectns'
'1368 ','8    ','Oth infectns'
'1369 ','8    ','Oth infectns'
'1398 ','8    ','Oth infectns'
'V120 ','8    ','Oth infectns'
'V1200','8    ','Oth infectns'
'V1203','8    ','Oth infectns'
'V1204','8    ','Oth infectns'
'V1209','8    ','Oth infectns'
'0900 ','9    ','Sexual Infxs'
'0901 ','9    ','Sexual Infxs'
'0902 ','9    ','Sexual Infxs'
'0903 ','9    ','Sexual Infxs'
'09040','9    ','Sexual Infxs'
'09041','9    ','Sexual Infxs'
'09042','9    ','Sexual Infxs'
'09049','9    ','Sexual Infxs'
'0905 ','9    ','Sexual Infxs'
'0906 ','9    ','Sexual Infxs'
'0907 ','9    ','Sexual Infxs'
'0909 ','9    ','Sexual Infxs'
'0910 ','9    ','Sexual Infxs'
'0911 ','9    ','Sexual Infxs'
'0912 ','9    ','Sexual Infxs'
'0913 ','9    ','Sexual Infxs'
'0914 ','9    ','Sexual Infxs'
'09150','9    ','Sexual Infxs'
'09151','9    ','Sexual Infxs'
'09152','9    ','Sexual Infxs'
'09161','9    ','Sexual Infxs'
'09162','9    ','Sexual Infxs'
'09169','9    ','Sexual Infxs'
'0917 ','9    ','Sexual Infxs'
'09181','9    ','Sexual Infxs'
'09182','9    ','Sexual Infxs'
'09189','9    ','Sexual Infxs'
'0919 ','9    ','Sexual Infxs'
'0920 ','9    ','Sexual Infxs'
'0929 ','9    ','Sexual Infxs'
'0930 ','9    ','Sexual Infxs'
'0931 ','9    ','Sexual Infxs'
'09320','9    ','Sexual Infxs'
'09321','9    ','Sexual Infxs'
'09322','9    ','Sexual Infxs'
'09323','9    ','Sexual Infxs'
'09324','9    ','Sexual Infxs'
'09381','9    ','Sexual Infxs'
'09382','9    ','Sexual Infxs'
'09389','9    ','Sexual Infxs'
'0939 ','9    ','Sexual Infxs'
'0940 ','9    ','Sexual Infxs'
'0941 ','9    ','Sexual Infxs'
'0942 ','9    ','Sexual Infxs'
'0943 ','9    ','Sexual Infxs'
'09481','9    ','Sexual Infxs'
'09482','9    ','Sexual Infxs'
'09483','9    ','Sexual Infxs'
'09484','9    ','Sexual Infxs'
'09485','9    ','Sexual Infxs'
'09486','9    ','Sexual Infxs'
'09487','9    ','Sexual Infxs'
'09489','9    ','Sexual Infxs'
'0949 ','9    ','Sexual Infxs'
'0950 ','9    ','Sexual Infxs'
'0951 ','9    ','Sexual Infxs'
'0952 ','9    ','Sexual Infxs'
'0953 ','9    ','Sexual Infxs'
'0954 ','9    ','Sexual Infxs'
'0955 ','9    ','Sexual Infxs'
'0956 ','9    ','Sexual Infxs'
'0957 ','9    ','Sexual Infxs'
'0958 ','9    ','Sexual Infxs'
'0959 ','9    ','Sexual Infxs'
'096  ','9    ','Sexual Infxs'
'0970 ','9    ','Sexual Infxs'
'0971 ','9    ','Sexual Infxs'
'0979 ','9    ','Sexual Infxs'
'0980 ','9    ','Sexual Infxs'
'09810','9    ','Sexual Infxs'
'09811','9    ','Sexual Infxs'
'09812','9    ','Sexual Infxs'
'09813','9    ','Sexual Infxs'
'09814','9    ','Sexual Infxs'
'09815','9    ','Sexual Infxs'
'09816','9    ','Sexual Infxs'
'09817','9    ','Sexual Infxs'
'09819','9    ','Sexual Infxs'
'0982 ','9    ','Sexual Infxs'
'09830','9    ','Sexual Infxs'
'09831','9    ','Sexual Infxs'
'09832','9    ','Sexual Infxs'
'09833','9    ','Sexual Infxs'
'09834','9    ','Sexual Infxs'
'09835','9    ','Sexual Infxs'
'09836','9    ','Sexual Infxs'
'09837','9    ','Sexual Infxs'
'09839','9    ','Sexual Infxs'
'09840','9    ','Sexual Infxs'
'09841','9    ','Sexual Infxs'
'09842','9    ','Sexual Infxs'
'09843','9    ','Sexual Infxs'
'09849','9    ','Sexual Infxs'
'09850','9    ','Sexual Infxs'
'09851','9    ','Sexual Infxs'
'09852','9    ','Sexual Infxs'
'09853','9    ','Sexual Infxs'
'09859','9    ','Sexual Infxs'
'0986 ','9    ','Sexual Infxs'
'0987 ','9    ','Sexual Infxs'
'09881','9    ','Sexual Infxs'
'09882','9    ','Sexual Infxs'
'09883','9    ','Sexual Infxs'
'09884','9    ','Sexual Infxs'
'09885','9    ','Sexual Infxs'
'09886','9    ','Sexual Infxs'
'09889','9    ','Sexual Infxs'
'0990 ','9    ','Sexual Infxs'
'0991 ','9    ','Sexual Infxs'
'0992 ','9    ','Sexual Infxs'
'0993 ','9    ','Sexual Infxs'
'0994 ','9    ','Sexual Infxs'
'09940','9    ','Sexual Infxs'
'09941','9    ','Sexual Infxs'
'09949','9    ','Sexual Infxs'
'09950','9    ','Sexual Infxs'
'09951','9    ','Sexual Infxs'
'09952','9    ','Sexual Infxs'
'09953','9    ','Sexual Infxs'
'09954','9    ','Sexual Infxs'
'09955','9    ','Sexual Infxs'
'09956','9    ','Sexual Infxs'
'09959','9    ','Sexual Infxs'
'0998 ','9    ','Sexual Infxs'
'0999 ','9    ','Sexual Infxs'
'79505','9    ','Sexual Infxs'
'79515','9    ','Sexual Infxs'
'79519','9    ','Sexual Infxs'
'79675','9    ','Sexual Infxs'
'79679','9    ','Sexual Infxs'
'7955 ','10   ','Immuniz/scrn'
'79551','10   ','Immuniz/scrn'
'79552','10   ','Immuniz/scrn'
'7956 ','10   ','Immuniz/scrn'
'79579','10   ','Immuniz/scrn'
'V010 ','10   ','Immuniz/scrn'
'V011 ','10   ','Immuniz/scrn'
'V012 ','10   ','Immuniz/scrn'
'V013 ','10   ','Immuniz/scrn'
'V014 ','10   ','Immuniz/scrn'
'V015 ','10   ','Immuniz/scrn'
'V016 ','10   ','Immuniz/scrn'
'V017 ','10   ','Immuniz/scrn'
'V0171','10   ','Immuniz/scrn'
'V0179','10   ','Immuniz/scrn'
'V018 ','10   ','Immuniz/scrn'
'V0181','10   ','Immuniz/scrn'
'V0182','10   ','Immuniz/scrn'
'V0183','10   ','Immuniz/scrn'
'V0184','10   ','Immuniz/scrn'
'V0189','10   ','Immuniz/scrn'
'V019 ','10   ','Immuniz/scrn'
'V020 ','10   ','Immuniz/scrn'
'V021 ','10   ','Immuniz/scrn'
'V022 ','10   ','Immuniz/scrn'
'V023 ','10   ','Immuniz/scrn'
'V024 ','10   ','Immuniz/scrn'
'V025 ','10   ','Immuniz/scrn'
'V0251','10   ','Immuniz/scrn'
'V0252','10   ','Immuniz/scrn'
'V0253','10   ','Immuniz/scrn'
'V0254','10   ','Immuniz/scrn'
'V0259','10   ','Immuniz/scrn'
'V026 ','10   ','Immuniz/scrn'
'V0260','10   ','Immuniz/scrn'
'V0261','10   ','Immuniz/scrn'
'V0262','10   ','Immuniz/scrn'
'V0269','10   ','Immuniz/scrn'
'V027 ','10   ','Immuniz/scrn'
'V028 ','10   ','Immuniz/scrn'
'V029 ','10   ','Immuniz/scrn'
'V030 ','10   ','Immuniz/scrn'
'V031 ','10   ','Immuniz/scrn'
'V032 ','10   ','Immuniz/scrn'
'V033 ','10   ','Immuniz/scrn'
'V034 ','10   ','Immuniz/scrn'
'V035 ','10   ','Immuniz/scrn'
'V036 ','10   ','Immuniz/scrn'
'V037 ','10   ','Immuniz/scrn'
'V038 ','10   ','Immuniz/scrn'
'V0381','10   ','Immuniz/scrn'
'V0382','10   ','Immuniz/scrn'
'V0389','10   ','Immuniz/scrn'
'V039 ','10   ','Immuniz/scrn'
'V040 ','10   ','Immuniz/scrn'
'V041 ','10   ','Immuniz/scrn'
'V042 ','10   ','Immuniz/scrn'
'V043 ','10   ','Immuniz/scrn'
'V044 ','10   ','Immuniz/scrn'
'V045 ','10   ','Immuniz/scrn'
'V046 ','10   ','Immuniz/scrn'
'V047 ','10   ','Immuniz/scrn'
'V048 ','10   ','Immuniz/scrn'
'V0481','10   ','Immuniz/scrn'
'V0482','10   ','Immuniz/scrn'
'V0489','10   ','Immuniz/scrn'
'V050 ','10   ','Immuniz/scrn'
'V051 ','10   ','Immuniz/scrn'
'V052 ','10   ','Immuniz/scrn'
'V053 ','10   ','Immuniz/scrn'
'V054 ','10   ','Immuniz/scrn'
'V058 ','10   ','Immuniz/scrn'
'V059 ','10   ','Immuniz/scrn'
'V060 ','10   ','Immuniz/scrn'
'V061 ','10   ','Immuniz/scrn'
'V062 ','10   ','Immuniz/scrn'
'V063 ','10   ','Immuniz/scrn'
'V064 ','10   ','Immuniz/scrn'
'V065 ','10   ','Immuniz/scrn'
'V066 ','10   ','Immuniz/scrn'
'V068 ','10   ','Immuniz/scrn'
'V069 ','10   ','Immuniz/scrn'
'V286 ','10   ','Immuniz/scrn'
'V712 ','10   ','Immuniz/scrn'
'V7182','10   ','Immuniz/scrn'
'V7183','10   ','Immuniz/scrn'
'V730 ','10   ','Immuniz/scrn'
'V731 ','10   ','Immuniz/scrn'
'V732 ','10   ','Immuniz/scrn'
'V733 ','10   ','Immuniz/scrn'
'V734 ','10   ','Immuniz/scrn'
'V735 ','10   ','Immuniz/scrn'
'V736 ','10   ','Immuniz/scrn'
'V738 ','10   ','Immuniz/scrn'
'V7381','10   ','Immuniz/scrn'
'V7388','10   ','Immuniz/scrn'
'V7389','10   ','Immuniz/scrn'
'V739 ','10   ','Immuniz/scrn'
'V7398','10   ','Immuniz/scrn'
'V7399','10   ','Immuniz/scrn'
'V740 ','10   ','Immuniz/scrn'
'V741 ','10   ','Immuniz/scrn'
'V742 ','10   ','Immuniz/scrn'
'V743 ','10   ','Immuniz/scrn'
'V744 ','10   ','Immuniz/scrn'
'V745 ','10   ','Immuniz/scrn'
'V746 ','10   ','Immuniz/scrn'
'V748 ','10   ','Immuniz/scrn'
'V749 ','10   ','Immuniz/scrn'
'V750 ','10   ','Immuniz/scrn'
'V751 ','10   ','Immuniz/scrn'
'V752 ','10   ','Immuniz/scrn'
'V753 ','10   ','Immuniz/scrn'
'V754 ','10   ','Immuniz/scrn'
'V755 ','10   ','Immuniz/scrn'
'V756 ','10   ','Immuniz/scrn'
'V757 ','10   ','Immuniz/scrn'
'V758 ','10   ','Immuniz/scrn'
'V759 ','10   ','Immuniz/scrn'
'1400 ','11   ','Hd/nck cancr'
'1401 ','11   ','Hd/nck cancr'
'1403 ','11   ','Hd/nck cancr'
'1404 ','11   ','Hd/nck cancr'
'1405 ','11   ','Hd/nck cancr'
'1406 ','11   ','Hd/nck cancr'
'1408 ','11   ','Hd/nck cancr'
'1409 ','11   ','Hd/nck cancr'
'1410 ','11   ','Hd/nck cancr'
'1411 ','11   ','Hd/nck cancr'
'1412 ','11   ','Hd/nck cancr'
'1413 ','11   ','Hd/nck cancr'
'1414 ','11   ','Hd/nck cancr'
'1415 ','11   ','Hd/nck cancr'
'1416 ','11   ','Hd/nck cancr'
'1418 ','11   ','Hd/nck cancr'
'1419 ','11   ','Hd/nck cancr'
'1420 ','11   ','Hd/nck cancr'
'1421 ','11   ','Hd/nck cancr'
'1422 ','11   ','Hd/nck cancr'
'1428 ','11   ','Hd/nck cancr'
'1429 ','11   ','Hd/nck cancr'
'1430 ','11   ','Hd/nck cancr'
'1431 ','11   ','Hd/nck cancr'
'1438 ','11   ','Hd/nck cancr'
'1439 ','11   ','Hd/nck cancr'
'1440 ','11   ','Hd/nck cancr'
'1441 ','11   ','Hd/nck cancr'
'1448 ','11   ','Hd/nck cancr'
'1449 ','11   ','Hd/nck cancr'
'1450 ','11   ','Hd/nck cancr'
'1451 ','11   ','Hd/nck cancr'
'1452 ','11   ','Hd/nck cancr'
'1453 ','11   ','Hd/nck cancr'
'1454 ','11   ','Hd/nck cancr'
'1455 ','11   ','Hd/nck cancr'
'1456 ','11   ','Hd/nck cancr'
'1458 ','11   ','Hd/nck cancr'
'1459 ','11   ','Hd/nck cancr'
'1460 ','11   ','Hd/nck cancr'
'1461 ','11   ','Hd/nck cancr'
'1462 ','11   ','Hd/nck cancr'
'1463 ','11   ','Hd/nck cancr'
'1464 ','11   ','Hd/nck cancr'
'1465 ','11   ','Hd/nck cancr'
'1466 ','11   ','Hd/nck cancr'
'1467 ','11   ','Hd/nck cancr'
'1468 ','11   ','Hd/nck cancr'
'1469 ','11   ','Hd/nck cancr'
'1470 ','11   ','Hd/nck cancr'
'1471 ','11   ','Hd/nck cancr'
'1472 ','11   ','Hd/nck cancr'
'1473 ','11   ','Hd/nck cancr'
'1478 ','11   ','Hd/nck cancr'
'1479 ','11   ','Hd/nck cancr'
'1480 ','11   ','Hd/nck cancr'
'1481 ','11   ','Hd/nck cancr'
'1482 ','11   ','Hd/nck cancr'
'1483 ','11   ','Hd/nck cancr'
'1488 ','11   ','Hd/nck cancr'
'1489 ','11   ','Hd/nck cancr'
'1490 ','11   ','Hd/nck cancr'
'1491 ','11   ','Hd/nck cancr'
'1498 ','11   ','Hd/nck cancr'
'1499 ','11   ','Hd/nck cancr'
'1600 ','11   ','Hd/nck cancr'
'1601 ','11   ','Hd/nck cancr'
'1602 ','11   ','Hd/nck cancr'
'1603 ','11   ','Hd/nck cancr'
'1604 ','11   ','Hd/nck cancr'
'1605 ','11   ','Hd/nck cancr'
'1608 ','11   ','Hd/nck cancr'
'1609 ','11   ','Hd/nck cancr'
'1610 ','11   ','Hd/nck cancr'
'1611 ','11   ','Hd/nck cancr'
'1612 ','11   ','Hd/nck cancr'
'1613 ','11   ','Hd/nck cancr'
'1618 ','11   ','Hd/nck cancr'
'1619 ','11   ','Hd/nck cancr'
'1950 ','11   ','Hd/nck cancr'
'2300 ','11   ','Hd/nck cancr'
'2310 ','11   ','Hd/nck cancr'
'V1001','11   ','Hd/nck cancr'
'V1002','11   ','Hd/nck cancr'
'V1021','11   ','Hd/nck cancr'
'1500 ','12   ','Esoph cancer'
'1501 ','12   ','Esoph cancer'
'1502 ','12   ','Esoph cancer'
'1503 ','12   ','Esoph cancer'
'1504 ','12   ','Esoph cancer'
'1505 ','12   ','Esoph cancer'
'1508 ','12   ','Esoph cancer'
'1509 ','12   ','Esoph cancer'
'2301 ','12   ','Esoph cancer'
'V1003','12   ','Esoph cancer'
'1510 ','13   ','Stomch cancr'
'1511 ','13   ','Stomch cancr'
'1512 ','13   ','Stomch cancr'
'1513 ','13   ','Stomch cancr'
'1514 ','13   ','Stomch cancr'
'1515 ','13   ','Stomch cancr'
'1516 ','13   ','Stomch cancr'
'1518 ','13   ','Stomch cancr'
'1519 ','13   ','Stomch cancr'
'20923','13   ','Stomch cancr'
'2302 ','13   ','Stomch cancr'
'V1004','13   ','Stomch cancr'
'1530 ','14   ','Colon cancer'
'1531 ','14   ','Colon cancer'
'1532 ','14   ','Colon cancer'
'1533 ','14   ','Colon cancer'
'1534 ','14   ','Colon cancer'
'1535 ','14   ','Colon cancer'
'1536 ','14   ','Colon cancer'
'1537 ','14   ','Colon cancer'
'1538 ','14   ','Colon cancer'
'1539 ','14   ','Colon cancer'
'1590 ','14   ','Colon cancer'
'20910','14   ','Colon cancer'
'20911','14   ','Colon cancer'
'20912','14   ','Colon cancer'
'20913','14   ','Colon cancer'
'20914','14   ','Colon cancer'
'20915','14   ','Colon cancer'
'20916','14   ','Colon cancer'
'2303 ','14   ','Colon cancer'
'V1005','14   ','Colon cancer'
'1540 ','15   ','Rctm/anus ca'
'1541 ','15   ','Rctm/anus ca'
'1542 ','15   ','Rctm/anus ca'
'1543 ','15   ','Rctm/anus ca'
'1548 ','15   ','Rctm/anus ca'
'20917','15   ','Rctm/anus ca'
'2304 ','15   ','Rctm/anus ca'
'2305 ','15   ','Rctm/anus ca'
'2306 ','15   ','Rctm/anus ca'
'79670','15   ','Rctm/anus ca'
'79671','15   ','Rctm/anus ca'
'79672','15   ','Rctm/anus ca'
'79673','15   ','Rctm/anus ca'
'79674','15   ','Rctm/anus ca'
'79676','15   ','Rctm/anus ca'
'V1006','15   ','Rctm/anus ca'
'1550 ','16   ','Liver/ibd ca'
'1551 ','16   ','Liver/ibd ca'
'1552 ','16   ','Liver/ibd ca'
'2308 ','16   ','Liver/ibd ca'
'V1007','16   ','Liver/ibd ca'
'1570 ','17   ','Pancreas can'
'1571 ','17   ','Pancreas can'
'1572 ','17   ','Pancreas can'
'1573 ','17   ','Pancreas can'
'1574 ','17   ','Pancreas can'
'1578 ','17   ','Pancreas can'
'1579 ','17   ','Pancreas can'
'1520 ','18   ','GI/perit can'
'1521 ','18   ','GI/perit can'
'1522 ','18   ','GI/perit can'
'1523 ','18   ','GI/perit can'
'1528 ','18   ','GI/perit can'
'1529 ','18   ','GI/perit can'
'1560 ','18   ','GI/perit can'
'1561 ','18   ','GI/perit can'
'1562 ','18   ','GI/perit can'
'1568 ','18   ','GI/perit can'
'1569 ','18   ','GI/perit can'
'1580 ','18   ','GI/perit can'
'1588 ','18   ','GI/perit can'
'1589 ','18   ','GI/perit can'
'1591 ','18   ','GI/perit can'
'1598 ','18   ','GI/perit can'
'1599 ','18   ','GI/perit can'
'20900','18   ','GI/perit can'
'20901','18   ','GI/perit can'
'20902','18   ','GI/perit can'
'20903','18   ','GI/perit can'
'2307 ','18   ','GI/perit can'
'2309 ','18   ','GI/perit can'
'V1000','18   ','GI/perit can'
'V1009','18   ','GI/perit can'
'1622 ','19   ','Brnch/lng ca'
'1623 ','19   ','Brnch/lng ca'
'1624 ','19   ','Brnch/lng ca'
'1625 ','19   ','Brnch/lng ca'
'1628 ','19   ','Brnch/lng ca'
'1629 ','19   ','Brnch/lng ca'
'20921','19   ','Brnch/lng ca'
'2312 ','19   ','Brnch/lng ca'
'V1011','19   ','Brnch/lng ca'
'1620 ','20   ','Ot respir ca'
'1630 ','20   ','Ot respir ca'
'1631 ','20   ','Ot respir ca'
'1638 ','20   ','Ot respir ca'
'1639 ','20   ','Ot respir ca'
'1650 ','20   ','Ot respir ca'
'1658 ','20   ','Ot respir ca'
'1659 ','20   ','Ot respir ca'
'2311 ','20   ','Ot respir ca'
'2318 ','20   ','Ot respir ca'
'2319 ','20   ','Ot respir ca'
'V1012','20   ','Ot respir ca'
'V1020','20   ','Ot respir ca'
'V1022','20   ','Ot respir ca'
'1700 ','21   ','Bone/ct cncr'
'1701 ','21   ','Bone/ct cncr'
'1702 ','21   ','Bone/ct cncr'
'1703 ','21   ','Bone/ct cncr'
'1704 ','21   ','Bone/ct cncr'
'1705 ','21   ','Bone/ct cncr'
'1706 ','21   ','Bone/ct cncr'
'1707 ','21   ','Bone/ct cncr'
'1708 ','21   ','Bone/ct cncr'
'1709 ','21   ','Bone/ct cncr'
'1710 ','21   ','Bone/ct cncr'
'1712 ','21   ','Bone/ct cncr'
'1713 ','21   ','Bone/ct cncr'
'1714 ','21   ','Bone/ct cncr'
'1715 ','21   ','Bone/ct cncr'
'1716 ','21   ','Bone/ct cncr'
'1717 ','21   ','Bone/ct cncr'
'1718 ','21   ','Bone/ct cncr'
'1719 ','21   ','Bone/ct cncr'
'1720 ','22   ','Skin melanom'
'1721 ','22   ','Skin melanom'
'1722 ','22   ','Skin melanom'
'1723 ','22   ','Skin melanom'
'1724 ','22   ','Skin melanom'
'1725 ','22   ','Skin melanom'
'1726 ','22   ','Skin melanom'
'1727 ','22   ','Skin melanom'
'1728 ','22   ','Skin melanom'
'1729 ','22   ','Skin melanom'
'V1082','22   ','Skin melanom'
'1730 ','23   ','Non-epith ca'
'17300','23   ','Non-epith ca'
'17301','23   ','Non-epith ca'
'17302','23   ','Non-epith ca'
'17309','23   ','Non-epith ca'
